,Internet,Email,Blog,WebBanner,Promotional,SmartPhone,Sales
897,92.45,10.5,12.1,120.185,13.65,12.1,7.75
898,144.85,21.15,28.160000000000004,188.305,27.495,28.160000000000004,12.7
899,67.6,20.85,25.245,87.88,27.105000000000004,25.245,8.6
900,111.2,2.15,27.39,144.56,2.795,27.39,5.85
901,148.2,18.15,43.25750000000001,192.66,23.595,43.25750000000001,11.9
902,140.1,5.05,11.77,182.13,6.565,11.77,7.4
903,93.95,8.6,9.845,122.135,11.18,9.845,7.35
904,119.1,17.15,2.915,154.82999999999996,22.295,2.915,10.35
905,68.95,23.2,32.45,89.635,30.16,32.45,9.6
906,12.5,5.5,16.335,16.25,7.15,16.335,3.6
907,45.2,0.15,12.76,58.76000000000001,0.195,12.76,4.35
908,6.55,0.2,14.080000000000002,8.515,0.26,14.080000000000002,2.65
909,127.7,13.45,3.0250000000000004,166.01000000000005,17.485,3.0250000000000004,9.9
910,112.9,4.1,31.075000000000006,146.77,5.33,31.075000000000006,6.7
911,120.85,19.0,12.76,157.105,24.7,12.76,10.9
912,87.85,7.7,1.32,114.205,10.01,1.32,7.05
913,104.8,10.3,5.885,136.24,13.39,5.885,7.95
914,39.1,23.4,18.975,50.83000000000001,30.42,18.975,7.3
915,37.55,17.5,28.985000000000007,48.815,22.75,28.985000000000007,6.3
916,69.6,7.15,14.080000000000002,90.48,9.295,14.080000000000002,6.1
917,38.2,0.4,8.14,49.66,0.52,8.14,4.7
918,62.85,18.45,43.56,81.705,23.985,43.56,7.95
919,9.7,8.0,12.265,12.61,10.4,12.265,3.3
920,70.65,13.4,25.410000000000004,91.845,17.42,25.410000000000004,7.75
921,9.4,10.85,27.72,12.22,14.105,27.72,3.5
922,112.0,1.2,8.58,145.6,1.56,8.58,5.8
923,61.55,17.3,6.820000000000001,80.015,22.49,6.820000000000001,7.6
924,114.75,16.15,40.81,149.175,20.995,40.81,9.85
925,43.6,5.9,14.245,56.68000000000001,7.670000000000001,14.245,5.3
926,3.9,19.45,27.83,5.07,25.285,27.83,3.3
927,40.1,0.0,5.06,52.13,0.0,5.06,4.4
928,110.15,24.5,1.7600000000000002,143.19500000000005,31.85,1.7600000000000002,12.35
929,29.8,6.0,23.705,38.74,7.800000000000002,23.705,4.85
930,0.35,19.8,4.785,0.455,25.74,4.785,0.8
931,132.6,1.45,23.65,172.38,1.885,23.65,6.35
932,4.2,13.6,1.1550000000000002,5.460000000000001,17.68,1.1550000000000002,2.85
933,109.9,16.75,24.805000000000003,142.87,21.775,24.805000000000003,9.8
934,18.45,19.3,36.08,23.985,25.090000000000003,36.08,5.4
935,24.15,23.5,4.675000000000002,31.395,30.55,4.675000000000002,5.8
936,12.8,19.5,5.115000000000001,16.64,25.35,5.115000000000001,4.75
937,136.85,14.45,32.835,177.905,18.785,32.835,10.4
938,21.5,12.95,11.275,27.95,16.835,11.275,4.8
939,92.45,21.95,0.935,120.185,28.535,0.935,10.35
940,36.7,8.5,7.0950000000000015,47.71000000000001,11.05,7.0950000000000015,5.45
941,96.85,17.7,41.58,125.905,23.01,41.58,9.6
942,110.25,16.6,20.845,143.32500000000005,21.58,20.845,10.05
943,52.3,2.85,18.92,67.99,3.705,18.92,5.2
944,48.1,7.4,21.395,62.53,9.62,21.395,5.7
945,70.15,0.95,4.95,91.195,1.235,4.95,5.15
946,120.05,3.65,4.785,156.065,4.745,4.785,6.6
947,121.6,24.5,24.365,158.07999999999996,31.85,24.365,12.7
948,19.0,20.15,6.545000000000001,24.7,26.195,6.545000000000001,5.45
949,22.35,12.9,11.330000000000002,29.055000000000003,16.77,11.330000000000002,5.05
950,140.35,6.95,20.35,182.455,9.035,20.35,8.05
951,60.5,4.2,26.785000000000004,78.65,5.460000000000001,26.785000000000004,5.8
952,98.8,11.65,7.81,128.44,15.145,7.81,8.3
953,85.65,19.85,20.735000000000007,111.345,25.805000000000003,20.735000000000007,9.5
954,93.9,10.55,5.2250000000000005,122.07,13.715000000000002,5.2250000000000005,7.8
955,2.05,5.8,3.135,2.665,7.54,3.135,1.6
956,46.95,21.75,27.775,61.035,28.275,27.775,7.65
957,74.9,0.65,13.365000000000002,97.37,0.8450000000000001,13.365000000000002,5.05
958,5.85,18.45,24.860000000000007,7.604999999999999,23.985,24.860000000000007,3.65
959,65.85,9.2,19.03,85.60499999999998,11.96,19.03,6.45
960,86.25,9.05,16.885,112.125,11.765,16.885,7.2
961,42.85,17.9,27.115,55.70500000000001,23.27,27.115,6.65
962,94.2,9.05,14.080000000000002,122.46,11.765,14.080000000000002,7.45
963,81.75,18.4,4.07,106.275,23.92,4.07,9.0
964,58.6,7.35,2.9700000000000006,76.18,9.555,2.9700000000000006,5.95
965,117.25,1.7,46.64,152.425,2.21,46.64,5.95
966,8.95,18.8,11.880000000000004,11.635,24.44,11.880000000000004,4.0
967,103.4,2.6,10.67,134.42000000000002,3.3800000000000003,10.67,6.1
968,107.7,11.8,31.680000000000003,140.01000000000002,15.340000000000002,31.680000000000003,8.55
969,142.15,5.3,3.5200000000000005,184.795,6.89,3.5200000000000005,7.5
970,25.0,5.8,10.12,32.5,7.54,10.12,4.2
971,82.25,10.45,26.07,106.925,13.585,26.07,7.25
972,9.8,10.05,9.35,12.740000000000002,13.065,9.35,3.8
973,84.2,3.55,7.040000000000001,109.46,4.615,7.040000000000001,5.85
974,111.2,1.7,7.205,144.56,2.21,7.205,5.75
975,138.45,24.45,22.99,179.985,31.785,22.99,13.5
976,124.2,15.1,11.165,161.46,19.63,11.165,10.1
977,85.1,3.9,19.360000000000007,110.63,5.07,19.360000000000007,5.85
978,138.35,1.15,13.035,179.855,1.495,13.035,5.9
979,82.8,5.0,9.68,107.64,6.5,9.68,6.3
980,78.3,1.3,4.565,101.79,1.6900000000000002,4.565,5.25
981,109.25,2.7,15.07,142.025,3.51,15.07,6.1
982,28.1,2.85,16.335,36.53,3.705,16.335,4.35
983,143.8,21.5,39.49,186.94000000000003,27.95,39.49,13.1
984,126.9,10.65,16.5,164.97,13.845,16.5,8.8
985,102.5,22.55,10.78,133.25,29.315,10.78,11.3
986,69.75,1.05,14.630000000000004,90.675,1.3650000000000002,14.630000000000004,5.15
987,95.55,14.35,10.01,124.215,18.655,10.01,8.65
988,143.0,6.95,2.035,185.9,9.035,2.035,7.95
989,9.35,6.05,12.87,12.155,7.865,12.87,3.35
990,19.75,20.55,3.19,25.675,26.715000000000003,3.19,5.4
991,37.75,5.4,3.3000000000000003,49.075,7.0200000000000005,3.3000000000000003,4.95
992,8.6,2.05,17.380000000000006,11.18,2.665,17.380000000000006,2.95
993,83.4,21.0,1.98,108.42000000000002,27.3,1.98,9.8
994,74.85,17.8,3.3000000000000003,97.305,23.14,3.3000000000000003,8.65
995,19.1,1.85,7.590000000000002,24.83,2.405,7.590000000000002,3.8
996,47.1,2.45,4.455,61.23,3.1850000000000005,4.455,4.85
997,88.5,4.65,3.5200000000000005,115.05,6.045000000000001,3.5200000000000005,6.4
998,141.8,21.0,36.41,184.34000000000003,27.3,36.41,12.75
999,116.05,4.3,4.785,150.865,5.59,4.785,6.7
1000,138.06,22.68,55.36000000000001,126.555,20.79,38.06,13.26
1001,26.7,23.58,36.08000000000001,24.475,21.615,24.805000000000003,6.24
1002,10.32,27.54,55.44,9.46,25.245,38.115,5.58
1003,90.9,24.78,46.8,83.325,22.715,32.175000000000004,11.1
1004,108.48,6.48,46.72,99.44,5.940000000000001,32.120000000000005,7.74
1006,34.5,19.68,18.8,31.625000000000004,18.04,12.925,7.08
1007,72.12,11.76,9.28,66.11000000000001,10.78,6.38,7.919999999999999
1008,5.159999999999998,1.26,0.8,4.73,1.1550000000000002,0.55,2.88
1009,119.88,1.56,16.96,109.89,1.4300000000000002,11.66,6.3599999999999985
1010,39.66,3.48,19.36,36.355,3.19,13.31,5.159999999999998
1011,128.82,14.4,3.2,118.085,13.2,2.2,10.44
1012,14.28,21.06,52.72000000000001,13.090000000000002,19.305000000000003,36.24500000000001,5.52
1013,58.5,4.56,5.760000000000002,53.62500000000001,4.18,3.96,5.8199999999999985
1014,122.46,19.74,36.8,112.255,18.095,25.3,11.4
1015,117.24,28.62,42.32,107.47,26.235000000000007,29.095,13.44
1016,40.68,21.96,25.956000000000003,37.29,20.130000000000006,17.84475,7.5
1017,168.83999999999997,23.76,44.64,154.77,21.78,30.69,14.64
1018,41.52,12.3,14.64,38.06,11.275,10.065,6.78
1019,88.38000000000002,14.339999999999998,15.28,81.01500000000001,13.145,10.505,8.76
1020,131.04,16.619999999999994,42.72,120.12000000000002,15.235,29.37,10.8
1021,142.44,3.06,18.8,130.57000000000002,2.805,12.925,7.5
1022,7.919999999999999,9.54,39.68000000000001,7.26,8.745000000000001,27.280000000000005,3.36
1023,136.98,10.14,20.96,125.565,9.295,14.41,9.3
1024,37.38,7.56,14.64,34.265,6.9300000000000015,10.065,5.8199999999999985
1025,157.73999999999995,2.1,15.6,144.595,1.9250000000000005,10.725,7.199999999999998
1026,85.74,17.58,10.08,78.59500000000001,16.115000000000002,6.9300000000000015,9.0
1027,144.06,10.02,18.32,132.055,9.185,12.595,9.54
1028,149.28,16.26,18.32,136.84,14.905,12.595,11.339999999999998
1029,42.35999999999999,9.6,32.64,38.83,8.8,22.44,6.3
1030,175.73999999999995,16.98,34.56,161.095,15.565,23.760000000000005,12.839999999999998
1031,67.74,10.44,30.880000000000006,62.09500000000001,9.57,21.230000000000004,7.14
1032,58.32,0.8999999999999999,24.0,53.46000000000001,0.8250000000000001,16.5,5.76
1033,159.36,12.0,0.24,146.08,11.0,0.165,10.44
1034,57.42,0.84,5.920000000000001,52.63500000000001,0.77,4.07,5.7
1035,174.42,2.4599999999999995,6.800000000000002,159.88500000000005,2.255,4.675000000000002,7.68
1036,160.14,26.28,4.0,146.795,24.09,2.75,15.239999999999998
1037,44.82,29.64,36.56,41.08500000000001,27.17,25.135000000000005,8.819999999999997
1038,25.86,16.02,28.08,23.705,14.685,19.305000000000003,6.06
1039,136.79999999999998,22.62,25.6,125.4,20.735000000000007,17.6,12.9
1040,121.5,13.38,25.28,111.375,12.265,17.380000000000006,9.96
1041,106.2,20.04,30.960000000000004,97.35,18.37,21.285000000000004,10.26
1042,176.16,16.619999999999994,1.4400000000000002,161.48000000000005,15.235,0.99,12.42
1043,124.14,5.04,21.12,113.79500000000002,4.620000000000001,14.52,7.74
1044,15.06,15.419999999999998,34.64,13.805,14.135000000000002,23.815,5.1
1045,105.06,13.5,25.200000000000006,96.305,12.375000000000002,17.325000000000006,8.94
1046,53.82,5.94,28.56,49.33500000000001,5.445,19.635,6.3599999999999985
1047,143.94,24.9,14.8,131.94500000000002,22.825000000000006,10.175,13.92
1048,136.32,9.48,39.92,124.96,8.690000000000001,27.445,8.88
1049,40.14,7.02,29.44,36.79500000000001,6.4350000000000005,20.24,5.8199999999999985
1050,119.88,1.86,27.680000000000003,109.89,1.7050000000000003,19.03,6.84
1051,60.24,5.76,2.8800000000000003,55.22000000000001,5.28,1.98,6.419999999999999
1052,129.84,25.02,31.680000000000003,119.02,22.935,21.78,13.56
1053,109.56,27.72,46.96000000000001,100.43,25.410000000000004,32.285000000000004,12.72
1054,157.61999999999995,17.28,12.72,144.485,15.840000000000002,8.745000000000001,12.12
1055,119.34,29.64,48.0,109.395,27.17,33.0,14.22
1056,4.38,16.86,33.12,4.0150000000000015,15.455000000000002,22.77,3.3
1057,81.71999999999998,11.52,13.28,74.91,10.56,9.13,7.919999999999999
1058,126.48,29.76,30.160000000000004,115.94,27.280000000000005,20.735000000000007,14.28
1059,126.42,17.7,7.440000000000001,115.885,16.225,5.115000000000001,11.04
1060,32.1,1.2,17.12,29.425,1.1,11.77,4.8599999999999985
1061,156.78,25.62,43.76000000000001,143.71500000000003,23.485000000000007,30.085000000000004,14.52
1062,143.58,9.3,21.840000000000003,131.615,8.525,15.015000000000002,9.42
1063,61.62,17.76,6.7200000000000015,56.48500000000001,16.28,4.620000000000001,8.4
1064,78.66,25.68,23.12,72.105,23.54,15.895,10.8
1065,41.4,5.58,0.7200000000000001,37.95,5.115000000000001,0.4950000000000001,5.58
1066,18.9,14.76,1.7600000000000002,17.325000000000006,13.53,1.2100000000000002,5.7
1067,83.58,8.7,8.16,76.61500000000002,7.975,5.61,8.04
1068,142.44,16.5,8.8,130.57000000000002,15.125000000000002,6.050000000000002,11.339999999999998
1069,130.08,26.34,21.76,119.24,24.145,14.96,13.38
1070,119.46,18.36,30.960000000000004,109.505,16.830000000000002,21.285000000000004,10.98
1071,65.88,8.58,25.36,60.39,7.865000000000001,17.435000000000002,7.439999999999999
1072,16.08,19.8,15.44,14.740000000000002,18.15,10.615000000000002,5.28
1073,77.64,3.42,25.040000000000006,71.17000000000002,3.135,17.215000000000003,6.6
1074,128.04,14.76,10.48,117.37000000000002,13.53,7.205,10.2
1076,16.5,0.96,16.56,15.125000000000002,0.8800000000000001,11.385,4.14
1077,72.3,17.099999999999998,11.36,66.275,15.675,7.81,8.52
1078,3.24,17.939999999999994,7.52,2.9700000000000006,16.445,5.170000000000001,3.18
1079,69.6,4.62,18.48,63.8,4.235,12.705000000000002,6.6
1080,45.84,16.02,17.84,42.02,14.685,12.265,7.08
1081,143.88,2.4599999999999995,29.52,131.89,2.255,20.295,7.38
1082,45.18,12.18,26.0,41.415,11.165,17.875,6.78
1083,41.04,26.7,28.480000000000004,37.62000000000001,24.475,19.58,8.16
1084,128.1,25.8,27.04,117.425,23.65,18.59,13.02
1085,115.92,11.04,52.56,106.26,10.12,36.13500000000001,9.12
1086,45.78,16.5,12.8,41.965,15.125000000000002,8.8,7.199999999999998
1087,66.42,24.36,50.56,60.88500000000001,22.33,34.760000000000005,9.6
1089,65.88,28.68,41.12000000000001,60.39,26.29,28.270000000000003,10.02
1090,80.58,2.94,7.440000000000001,73.86500000000002,2.6950000000000003,5.115000000000001,6.72
1091,17.16,0.8999999999999999,26.4,15.730000000000002,0.8250000000000001,18.15,4.38
1092,130.61999999999998,20.1,47.2,119.735,18.425,32.45,11.64
1093,150.54,21.9,57.84,137.995,20.075000000000006,39.765,13.32
1094,64.44,8.4,8.72,59.07000000000001,7.700000000000001,5.995000000000001,6.9
1095,97.98,18.96,42.32,89.81500000000003,17.380000000000006,29.095,10.14
1096,118.56,2.1,4.7200000000000015,108.68,1.9250000000000005,3.245000000000001,7.02
1097,110.94,12.6,17.6,101.695,11.55,12.1,9.3
1098,173.82,25.38,40.96000000000001,159.335,23.265,28.160000000000004,15.239999999999998
1099,81.11999999999998,25.02,36.72,74.36,22.935,25.245,10.32
1100,133.44,2.58,39.84,122.32,2.365,27.39,7.02
1102,168.11999999999995,6.06,17.12,154.11,5.5550000000000015,11.77,8.88
1103,112.74,10.32,14.32,103.345,9.46,9.845,8.819999999999997
1104,142.92,20.58,4.24,131.01,18.865,2.915,12.42
1105,82.74,27.84,47.2,75.84500000000001,25.52,32.45,11.52
1106,15.0,6.6,23.76,13.750000000000002,6.050000000000002,16.335,4.32
1107,54.24,0.18,18.56,49.72000000000001,0.165,12.76,5.22
1108,7.8599999999999985,0.24,20.480000000000004,7.205,0.22000000000000006,14.080000000000002,3.18
1109,153.24,16.139999999999993,4.4,140.47000000000003,14.795,3.0250000000000004,11.88
1110,135.48,4.919999999999999,45.2,124.19,4.51,31.075000000000006,8.04
1111,145.01999999999995,22.8,18.56,132.935,20.9,12.76,13.08
1112,105.42,9.24,1.92,96.635,8.47,1.32,8.459999999999999
1113,125.76,12.36,8.56,115.28,11.330000000000002,5.885,9.54
1114,46.92,28.08,27.6,43.01000000000001,25.74,18.975,8.76
1115,45.06,21.0,42.16,41.305,19.25,28.985000000000007,7.56
1116,83.52,8.58,20.480000000000004,76.56,7.865000000000001,14.080000000000002,7.3199999999999985
1117,45.84,0.48,11.840000000000002,42.02,0.4400000000000001,8.14,5.64
1119,11.64,9.6,17.84,10.67,8.8,12.265,3.96
1120,84.78,16.08,36.96,77.71500000000002,14.740000000000002,25.410000000000004,9.3
1121,11.28,13.02,40.32,10.340000000000002,11.935,27.72,4.2
1122,134.4,1.44,12.48,123.20000000000002,1.32,8.58,6.96
1123,73.86,20.76,9.920000000000002,67.705,19.03,6.820000000000001,9.12
1125,52.32,7.08,20.72,47.96000000000001,6.490000000000001,14.245,6.3599999999999985
1126,4.68,23.34,40.48,4.29,21.395,27.83,3.96
1127,48.12,0.0,7.3599999999999985,44.11000000000001,0.0,5.06,5.28
1128,132.18,29.4,2.5600000000000005,121.16500000000002,26.950000000000006,1.7600000000000002,14.82
1129,35.76,7.199999999999998,34.480000000000004,32.78,6.6000000000000005,23.705,5.8199999999999985
1130,0.42,23.76,6.96,0.385,21.78,4.785,0.96
1131,159.11999999999995,1.74,34.4,145.86,1.595,23.65,7.619999999999999
1132,5.04,16.32,1.6800000000000002,4.620000000000001,14.96,1.1550000000000002,3.42
1133,131.88,20.1,36.08000000000001,120.89,18.425,24.805000000000003,11.76
1134,22.14,23.16,52.48,20.295,21.230000000000004,36.08,6.48
1135,28.98,28.2,6.800000000000002,26.565,25.85,4.675000000000002,6.96
1136,15.36,23.4,7.440000000000001,14.080000000000002,21.450000000000006,5.115000000000001,5.7
1137,164.22,17.34,47.76000000000001,150.535,15.895,32.835,12.48
1138,25.8,15.54,16.400000000000002,23.65,14.245,11.275,5.76
1139,110.94,26.34,1.36,101.695,24.145,0.935,12.42
1140,44.04,10.2,10.32,40.37000000000001,9.35,7.0950000000000015,6.54
1142,132.29999999999998,19.92,30.32,121.275,18.26,20.845,12.06
1143,62.75999999999999,3.42,27.52,57.53,3.135,18.92,6.24
1144,57.72,8.88,31.12,52.91,8.14,21.395,6.84
1145,84.18,1.14,7.2,77.165,1.045,4.95,6.1800000000000015
1146,144.06,4.38,6.96,132.055,4.0150000000000015,4.785,7.919999999999999
1147,145.92,29.4,35.44,133.76,26.950000000000006,24.365,15.239999999999998
1148,22.8,24.18,9.52,20.9,22.165,6.545000000000001,6.54
1149,26.82,15.48,16.48,24.585000000000004,14.19,11.330000000000002,6.06
1150,168.42,8.34,29.6,154.38500000000005,7.645,20.35,9.66
1151,72.6,5.04,38.96000000000001,66.55000000000001,4.620000000000001,26.785000000000004,6.96
1152,118.56,13.98,11.36,108.68,12.815,7.81,9.96
1153,102.78,23.82,30.160000000000004,94.21500000000002,21.835000000000004,20.735000000000007,11.4
1154,112.68,12.66,7.6,103.29000000000002,11.605000000000002,5.2250000000000005,9.36
1155,2.4599999999999995,6.96,4.5600000000000005,2.255,6.38,3.135,1.92
1156,56.34,26.1,40.40000000000001,51.64500000000001,23.925,27.775,9.18
1157,89.88000000000002,0.78,19.44,82.39000000000001,0.7150000000000001,13.365000000000002,6.06
1158,7.02,22.14,36.16,6.4350000000000005,20.295,24.860000000000007,4.38
1159,79.02,11.04,27.680000000000003,72.435,10.12,19.03,7.74
1160,103.5,10.86,24.56,94.875,9.955000000000002,16.885,8.64
1161,51.42,21.48,39.44,47.13500000000001,19.69,27.115,7.98
1162,113.04,10.86,20.480000000000004,103.62,9.955000000000002,14.080000000000002,8.94
1163,98.1,22.08,5.920000000000001,89.92500000000003,20.24,4.07,10.8
1164,70.32,8.819999999999997,4.32,64.46000000000001,8.085,2.9700000000000006,7.14
1166,10.739999999999998,22.56,17.28,9.845,20.680000000000003,11.880000000000004,4.8
1167,124.08,3.12,15.52,113.74,2.8600000000000003,10.67,7.3199999999999985
1168,129.24,14.16,46.08000000000001,118.47,12.980000000000002,31.680000000000003,10.26
1169,170.58,6.3599999999999985,5.120000000000001,156.365,5.83,3.5200000000000005,9.0
1170,30.0,6.96,14.72,27.500000000000004,6.38,10.12,5.04
1171,98.7,12.54,37.92,90.475,11.495,26.07,8.7
1172,11.76,12.06,13.6,10.78,11.055,9.35,4.56
1173,101.04,4.26,10.240000000000002,92.62,3.905,7.040000000000001,7.02
1174,133.44,2.04,10.48,122.32,1.87,7.205,6.9
1175,166.14,29.34,33.44,152.295,26.895000000000003,22.99,16.2
1176,149.04,18.12,16.240000000000002,136.62,16.61,11.165,12.12
1177,102.12,4.68,28.160000000000004,93.61,4.29,19.360000000000007,7.02
1178,166.01999999999995,1.38,18.96,152.185,1.265,13.035,7.08
1179,99.36,6.0,14.080000000000002,91.08,5.5,9.68,7.56
1180,93.96,1.56,6.6400000000000015,86.13000000000002,1.4300000000000002,4.565,6.3
1181,131.1,3.24,21.92,120.175,2.9700000000000006,15.07,7.3199999999999985
1182,33.72,3.42,23.76,30.910000000000004,3.135,16.335,5.22
1183,172.56,25.8,57.44,158.18000000000004,23.65,39.49,15.72
1184,152.28,12.78,24.0,139.59,11.715000000000002,16.5,10.56
1185,123.0,27.06,15.68,112.75,24.805000000000003,10.78,13.56
1186,83.7,1.26,21.28,76.72500000000002,1.1550000000000002,14.630000000000004,6.1800000000000015
1187,114.66,17.22,14.56,105.105,15.785,10.01,10.38
1188,171.6,8.34,2.9600000000000004,157.3,7.645,2.035,9.54
1189,11.22,7.26,18.72,10.285,6.655,12.87,4.02
1190,23.7,24.66,4.64,21.725,22.605000000000004,3.19,6.48
1191,45.3,6.48,4.800000000000002,41.52500000000001,5.940000000000001,3.3000000000000003,5.94
1192,10.32,2.4599999999999995,25.28,9.46,2.255,17.380000000000006,3.54
1193,100.08,25.2,2.8800000000000003,91.74,23.1,1.98,11.76
1194,89.82,21.36,4.800000000000002,82.335,19.58,3.3000000000000003,10.38
1195,22.92,2.22,11.04,21.01,2.035,7.590000000000002,4.56
1196,56.52,2.94,6.48,51.81,2.6950000000000003,4.455,5.8199999999999985
1197,106.2,5.58,5.120000000000001,97.35,5.115000000000001,3.5200000000000005,7.68
1198,170.16,25.2,52.96000000000001,155.98000000000005,23.1,36.41,15.3
1199,139.26,5.159999999999998,6.96,127.655,4.73,4.785,8.04
1200,161.07,26.46,50.516000000000005,103.545,17.009999999999998,4.843999999999999,15.47
1201,31.15,27.51,32.923,20.025,17.685,3.1570000000000005,7.2799999999999985
1202,12.04,32.129999999999995,50.589,7.74,20.655,4.851,6.51
1203,106.05,28.91,42.705,68.175,18.585,4.0950000000000015,12.95
1204,126.56,7.56,42.632,81.36000000000001,4.86,4.088,9.03
1205,6.089999999999999,34.23,54.75,3.915,22.005,5.250000000000001,5.04
1206,40.25,22.96,17.155,25.875,14.76,1.6450000000000002,8.26
1207,84.14,13.72,8.468,54.09,8.82,0.812,9.239999999999998
1208,6.02,1.47,0.73,3.87,0.945,0.07,3.36
1209,139.86,1.82,15.476,89.91000000000003,1.1700000000000002,1.484,7.419999999999999
1210,46.27,4.06,17.666,29.745,2.61,1.6940000000000002,6.02
1211,150.29,16.799999999999994,2.92,96.615,10.8,0.28,12.179999999999998
1212,16.66,24.57,48.107000000000006,10.71,15.795000000000002,4.613,6.44
1213,68.25,5.3199999999999985,5.256,43.875,3.42,0.5040000000000001,6.789999999999999
1214,142.86999999999995,23.03,33.58,91.845,14.805,3.22,13.3
1215,136.78,33.39,38.617,87.93,21.465000000000003,3.703,15.679999999999998
1216,47.46,25.62,23.68485,30.51,16.470000000000002,2.2711500000000004,8.75
1217,196.98,27.72,40.734,126.63,17.82,3.906,17.08
1218,48.44,14.35,13.359000000000002,31.14,9.225,1.281,7.91
1219,103.11,16.729999999999997,13.943,66.28500000000001,10.755,1.3370000000000002,10.22
1220,152.88,19.39,38.982,98.28,12.465,3.738,12.6
1221,166.18,3.5699999999999994,17.155,106.83,2.295,1.6450000000000002,8.75
1222,9.239999999999998,11.13,36.208,5.94,7.155,3.4720000000000004,3.92
1223,159.81,11.829999999999998,19.126,102.735,7.604999999999999,1.834,10.85
1224,43.60999999999999,8.819999999999997,13.359000000000002,28.035,5.67,1.281,6.789999999999999
1225,184.03,2.45,14.235,118.305,1.575,1.3650000000000002,8.399999999999999
1226,100.03,20.51,9.198,64.305,13.185,0.882,10.5
1227,168.07,11.69,16.717,108.045,7.515,1.6030000000000002,11.13
1228,174.16,18.97,16.717,111.96,12.195,1.6030000000000002,13.23
1229,49.42,11.2,29.784000000000002,31.77,7.2,2.8560000000000003,7.35
1230,205.03,19.81,31.535999999999998,131.805,12.735,3.0240000000000005,14.98
1231,79.03,12.179999999999998,28.178,50.80500000000001,7.829999999999999,2.7020000000000004,8.33
1232,68.03999999999999,1.0499999999999998,21.9,43.74,0.675,2.1,6.72
1233,185.92,14.0,0.21899999999999997,119.52,9.0,0.021,12.179999999999998
1234,66.99,0.98,5.402,43.06500000000001,0.63,0.5180000000000001,6.65
1235,203.49,2.87,6.205,130.815,1.845,0.5950000000000001,8.959999999999997
1236,186.83,30.66,3.65,120.105,19.71,0.35000000000000003,17.779999999999994
1237,52.29,34.58,33.361000000000004,33.615,22.23,3.1990000000000003,10.29
1238,30.17,18.69,25.623,19.395,12.015,2.4570000000000003,7.0699999999999985
1239,159.6,26.39,23.36,102.6,16.965000000000003,2.24,15.05
1240,141.75,15.61,23.068,91.125,10.035,2.2119999999999997,11.62
1241,123.9,23.38,28.250999999999998,79.65,15.03,2.7090000000000005,11.97
1242,205.52,19.39,1.314,132.12,12.465,0.12600000000000006,14.489999999999998
1243,144.82999999999996,5.88,19.272000000000002,93.105,3.78,1.848,9.03
1244,17.57,17.99,31.609,11.295000000000002,11.565,3.031,5.949999999999998
1245,122.57,15.749999999999998,22.995,78.795,10.125,2.205,10.43
1246,62.79,6.93,26.061,40.365,4.455,2.499000000000001,7.419999999999999
1247,167.93,29.05,13.505,107.955,18.675,1.2950000000000002,16.24
1248,159.04,11.06,36.427,102.24,7.11,3.4930000000000003,10.36
1249,46.83,8.19,26.864,30.105000000000004,5.265,2.576,6.789999999999999
1250,139.86,2.17,25.258000000000003,89.91000000000003,1.395,2.4219999999999997,7.979999999999999
1251,70.28,6.72,2.628,45.18000000000001,4.32,0.2520000000000001,7.489999999999998
1252,151.48,29.19,28.908,97.38,18.765,2.772,15.82
1253,127.82,32.34,42.851000000000006,82.17,20.790000000000006,4.109000000000001,14.839999999999998
1254,183.89,20.16,11.607000000000001,118.215,12.96,1.1130000000000002,14.14
1255,139.23,34.58,43.8,89.50500000000002,22.23,4.2,16.59
1256,5.1099999999999985,19.67,30.222,3.285,12.645,2.898,3.85
1257,95.34,13.44,12.118,61.29,8.64,1.162,9.239999999999998
1258,147.56,34.72,27.521,94.86,22.32,2.639,16.66
1259,147.48999999999995,20.65,6.7890000000000015,94.815,13.275,0.6510000000000001,12.88
1260,37.45,1.4,15.621999999999998,24.075,0.9,1.4980000000000002,5.669999999999999
1261,182.91,29.89,39.931,117.585,19.215000000000003,3.8290000000000006,16.939999999999998
1262,167.51,10.85,19.929000000000002,107.685,6.9750000000000005,1.9110000000000005,10.989999999999998
1263,71.89,20.72,6.132000000000001,46.215,13.32,0.5880000000000001,9.8
1264,91.77,29.96,21.097,58.995,19.26,2.023,12.6
1265,48.3,6.51,0.657,31.05,4.1850000000000005,0.06300000000000001,6.51
1266,22.05,17.22,1.6059999999999999,14.175,11.07,0.15400000000000005,6.65
1267,97.51,10.15,7.446000000000001,62.68500000000001,6.525,0.7140000000000001,9.38
1268,166.18,19.25,8.03,106.83,12.375,0.77,13.23
1269,151.76,30.73,19.856,97.56,19.755,1.904,15.61
1270,139.36999999999998,21.42,28.250999999999998,89.595,13.77,2.7090000000000005,12.81
1271,76.86,10.01,23.141,49.41,6.4350000000000005,2.2190000000000003,8.68
1272,18.76,23.1,14.089,12.06,14.85,1.3510000000000002,6.16
1273,90.58,3.99,22.849,58.23,2.565,2.1910000000000003,7.699999999999998
1274,149.38,17.22,9.563,96.03,11.07,0.917,11.9
1276,19.25,1.12,15.111,12.375,0.7200000000000001,1.449,4.83
1277,84.35,19.95,10.366,54.225,12.825,0.9940000000000001,9.94
1278,3.78,20.93,6.862,2.43,13.455,0.6580000000000001,3.71
